year	rep	route	site_num	fish	C	H	M
2003	1	Upper Knight	4	31	0	0	0
2003	1	Upper Knight	4	32	0	0	0
2003	1	Upper Knight	4	33	0	0	0
2003	1	Upper Knight	4	34	0	0	0
2003	1	Upper Knight	4	35	0	0	0
2003	1	Upper Knight	4	36	0	0	0
2003	1	Upper Knight	4	37	0	0	0
2003	1	Upper Knight	4	38	0	0	0
2003	1	Upper Knight	4	39	0	0	0
2003	1	Upper Knight	4	40	0	0	0
2003	1	Upper Knight	4	41	0	0	0
2003	1	Upper Knight	4	42	0	0	0
2003	1	Upper Knight	4	43	0	0	0
2003	1	Upper Knight	4	44	0	0	0
2003	1	Upper Knight	4	45	0	0	0
2003	1	Upper Knight	4	46	0	0	0
2003	1	Upper Knight	4	47	0	0	0
2003	1	Upper Knight	4	48	0	0	0
2003	1	Upper Knight	4	49	0	0	0
2003	1	Upper Knight	4	50	0	0	0
2003	1	Upper Knight	4	51	0	0	0
2003	1	Upper Knight	4	52	0	0	0
2003	1	Upper Knight	4	53	0	0	0
2003	1	Upper Knight	4	54	0	0	0
2003	1	Upper Knight	4	55	0	0	0
2003	1	Upper Knight	4	56	0	0	0
2003	1	Upper Knight	4	57	0	0	0
2003	1	Upper Knight	4	58	0	0	0
2003	1	Upper Knight	4	59	0	0	0
2003	1	Upper Knight	4	60	0	1	0
2003	1	Upper Knight	4	61	0	0	0
2003	1	Upper Knight	4	62	0	1	0
2003	1	Upper Knight	4	63	0	0	0
2003	1	Upper Knight	4	64	0	1	0
2003	1	Upper Knight	4	65	0	0	1
2003	1	Upper Knight	4	66	0	0	0
2003	1	Upper Knight	4	67	0	0	0
2003	1	Upper Knight	4	68	0	0	0
2003	1	Upper Knight	4	69	0	0	0
2003	1	Upper Knight	4	70	0	0	0
2003	1	Upper Knight	4	71	0	0	0
2003	1	Upper Knight	4	72	0	0	0
2003	1	Upper Knight	4	73	0	0	0
2003	1	Upper Knight	4	74	0	1	0
2003	1	Upper Knight	4	75	0	0	0
2003	1	Upper Knight	4	76	0	0	0
2003	1	Upper Knight	4	77	0	0	1
2003	1	Upper Knight	4	78	0	0	0
2003	1	Upper Knight	4	79	0	0	0
2003	1	Upper Knight	4	80	0	0	0
2003	1	Upper Knight	4	81	1	0	0
2003	1	Upper Knight	4	82	0	1	0
2003	1	Upper Knight	4	83	0	0	0
2003	1	Upper Knight	4	84	0	2	1
2003	1	Upper Knight	4	85	0	0	0
2003	1	Upper Knight	4	86	0	0	0
2003	1	Upper Knight	4	87	0	0	0
2003	1	Upper Knight	4	88	0	0	0
2003	1	Upper Knight	4	89	0	0	0
2003	1	Upper Knight	4	90	0	0	0
2003	1	Upper Knight	4	91	0	0	0
2003	1	Upper Knight	4	92	0	0	0
2003	1	Upper Knight	4	93	0	1	1
2003	1	Upper Knight	4	94	0	0	0
2003	1	Upper Knight	4	95	0	0	0
2003	1	Upper Knight	4	96	0	0	0
2003	1	Upper Knight	4	97	0	0	0
2003	1	Upper Knight	4	98	0	1	0
2003	1	Upper Knight	4	99	0	0	0
2003	1	Upper Knight	4	100	0	0	0
2003	1	Upper Knight	4	101	0	0	0
2003	1	Upper Knight	4	102	0	0	0
2003	1	Upper Knight	4	103	0	0	0
2003	1	Upper Knight	4	104	0	0	0
2003	1	Upper Knight	4	105	0	0	0
2003	1	Upper Knight	4	106	0	0	0
2003	1	Upper Knight	4	107	0	0	0
2003	1	Upper Knight	4	108	0	0	0
2003	1	Upper Knight	4	109	0	0	0
2003	1	Upper Knight	4	110	0	0	0
2003	1	Upper Knight	4	111	0	0	0
2003	1	Upper Knight	4	112	0	0	0
2003	1	Upper Knight	4	113	0	0	0
2003	1	Upper Knight	4	114	0	0	0
2003	1	Upper Knight	4	115	0	0	0
2003	1	Upper Knight	4	116	1	0	0
2003	1	Upper Knight	4	117	0	0	0
2003	1	Upper Knight	4	118	0	0	0
2003	1	Upper Knight	4	119	0	0	0
2003	1	Upper Knight	4	120	0	1	0
2003	1	Upper Knight	4	121	0	0	0
2003	1	Upper Knight	4	122	0	1	0
2003	1	Upper Knight	4	123	0	2	0
2003	1	Upper Knight	4	124	0	0	0
2003	1	Upper Knight	4	125	0	0	0
2003	1	Upper Knight	4	126	0	1	0
2003	1	Upper Knight	4	127	0	0	0
2003	1	Upper Knight	4	128	0	0	0
2003	1	Upper Knight	4	129	0	0	1
2003	1	Upper Knight	4	1	0	0	0
2003	1	Upper Knight	4	2	0	1	1
2003	1	Upper Knight	4	3	0	0	0
2003	1	Upper Knight	4	4	0	0	0
2003	1	Upper Knight	4	5	0	0	0
2003	1	Upper Knight	4	6	0	0	0
2003	1	Upper Knight	4	7	0	0	0
2003	1	Upper Knight	4	8	0	0	0
2003	1	Upper Knight	4	9	0	0	0
2003	1	Upper Knight	4	10	0	0	0
2003	1	Upper Knight	4	11	0	0	0
2003	1	Upper Knight	4	12	0	1	0
2003	1	Upper Knight	4	13	0	0	0
2003	1	Upper Knight	4	14	0	0	1
2003	1	Upper Knight	4	15	0	0	0
2003	1	Upper Knight	4	16	0	0	0
2003	1	Upper Knight	4	17	0	0	0
2003	1	Upper Knight	4	18	0	0	1
2003	1	Upper Knight	4	19	0	2	0
2003	1	Upper Knight	4	20	0	0	0
2003	1	Upper Knight	4	21	0	1	0
2003	1	Upper Knight	4	22	0	0	0
2003	1	Upper Knight	4	23	0	0	0
2003	1	Upper Knight	4	24	0	0	0
2003	1	Upper Knight	4	25	0	0	0
2003	1	Upper Knight	4	26	0	0	0
2003	1	Upper Knight	4	27	0	0	0
2003	1	Upper Knight	4	28	0	0	0
2003	1	Upper Knight	4	29	0	0	1
2003	1	Upper Knight	4	30	0	0	0
2003	1	Upper Knight	4	31	0	0	0
2003	1	Upper Knight	4	32	0	0	0
2003	1	Upper Knight	4	33	0	0	0
2003	1	Upper Knight	4	34	0	0	0
2003	1	Upper Knight	4	35	0	0	0
2003	1	Upper Knight	4	36	0	0	0
2003	1	Upper Knight	4	37	0	0	0
2003	1	Upper Knight	4	38	0	0	0
2003	1	Upper Knight	4	39	0	0	0
2003	1	Upper Knight	4	40	0	0	0
2003	1	Upper Knight	4	41	0	0	0
2003	1	Upper Knight	4	42	0	0	0
2003	1	Upper Knight	4	43	0	0	0
2003	1	Upper Knight	4	44	0	0	0
2003	1	Upper Knight	4	45	0	0	0
2003	1	Upper Knight	4	46	0	0	0
2003	1	Upper Knight	4	47	0	0	0
2003	1	Upper Knight	4	48	0	0	0
2003	1	Upper Knight	4	49	0	0	0
2003	1	Upper Knight	4	50	0	0	0
2003	1	Upper Knight	4	51	0	0	0
2003	1	Upper Knight	4	52	0	0	0
2003	1	Upper Knight	4	53	0	0	0
2003	1	Upper Knight	4	54	0	0	0
2003	1	Upper Knight	4	55	0	0	0
2003	1	Upper Knight	4	56	0	0	0
2003	1	Upper Knight	4	57	0	0	0
2003	1	Upper Knight	4	58	0	0	0
2003	1	Upper Knight	4	59	0	0	0
2003	1	Upper Knight	4	60	0	1	0
2003	1	Upper Knight	4	61	0	0	0
2003	1	Upper Knight	4	62	0	1	0
2003	1	Upper Knight	4	63	0	0	0
2003	1	Upper Knight	4	64	0	1	0
2003	1	Upper Knight	4	65	0	0	1
2003	1	Upper Knight	4	66	0	0	0
2003	1	Upper Knight	4	67	0	0	0
2003	1	Upper Knight	4	68	0	0	0
2003	1	Upper Knight	4	69	0	0	0
2003	1	Upper Knight	4	70	0	0	0
2003	1	Upper Knight	4	71	0	0	0
2003	1	Upper Knight	4	72	0	0	0
2003	1	Upper Knight	4	73	0	0	0
2003	1	Upper Knight	4	74	0	1	0
2003	1	Upper Knight	4	75	0	0	0
2003	1	Upper Knight	4	76	0	0	0
2003	1	Upper Knight	4	77	0	0	1
2003	1	Upper Knight	4	78	0	0	0
2003	1	Upper Knight	4	79	0	0	0
2003	1	Upper Knight	4	80	0	0	0
2003	1	Upper Knight	4	81	1	0	0
2003	1	Upper Knight	4	82	0	1	0
2003	1	Upper Knight	4	83	0	0	0
2003	1	Upper Knight	4	84	0	2	1
2003	1	Upper Knight	4	85	0	0	0
2003	1	Upper Knight	4	86	0	0	0
2003	1	Upper Knight	4	87	0	0	0
2003	1	Upper Knight	4	88	0	0	0
2003	1	Upper Knight	4	89	0	0	0
2003	1	Upper Knight	4	90	0	0	0
2003	1	Upper Knight	4	91	0	0	0
2003	1	Upper Knight	4	92	0	0	0
2003	1	Upper Knight	4	93	0	1	1
2003	1	Upper Knight	4	94	0	0	0
2003	1	Upper Knight	4	95	0	0	0
2003	1	Upper Knight	4	96	0	0	0
2003	1	Upper Knight	4	97	0	0	0
2003	1	Upper Knight	4	98	0	1	0
2003	1	Upper Knight	4	99	0	0	0
2003	1	Upper Knight	4	100	0	0	0
2003	1	Upper Knight	4	101	0	0	0
2003	1	Upper Knight	4	102	0	0	0
2003	1	Upper Knight	4	103	0	0	0
2003	1	Upper Knight	4	104	0	0	0
2003	1	Upper Knight	4	105	0	0	0
2003	1	Upper Knight	4	106	0	0	0
2003	1	Upper Knight	4	107	0	0	0
2003	1	Upper Knight	4	108	0	0	0
2003	1	Upper Knight	4	109	0	0	0
2003	1	Upper Knight	4	110	0	0	0
2003	1	Upper Knight	4	111	0	0	0
2003	1	Upper Knight	4	112	0	0	0
2003	1	Upper Knight	4	113	0	0	0
2003	1	Upper Knight	4	114	0	0	0
2003	1	Upper Knight	4	115	0	0	0
2003	1	Upper Knight	4	116	1	0	0
2003	1	Upper Knight	4	117	0	0	0
2003	1	Upper Knight	4	118	0	0	0
2003	1	Upper Knight	4	119	0	0	0
2003	1	Upper Knight	4	120	0	1	0
2003	1	Upper Knight	4	121	0	0	0
2003	1	Upper Knight	4	122	0	1	0
2003	1	Upper Knight	4	123	0	2	0
2003	1	Upper Knight	4	124	0	0	0
2003	1	Upper Knight	4	125	0	0	0
2003	1	Upper Knight	4	126	0	1	0
2003	1	Upper Knight	4	127	0	0	0
2003	1	Upper Knight	4	128	0	0	0
2003	1	Upper Knight	4	129	0	0	1
2003	1	Upper Knight	5	1	0	1	0
2003	1	Upper Knight	5	2	0	0	0
2003	1	Upper Knight	5	3	0	0	0
2003	1	Upper Knight	5	4	0	0	0
2003	1	Upper Knight	5	5	0	0	0
2003	1	Upper Knight	5	6	0	0	0
2003	1	Upper Knight	5	7	0	1	0
2003	1	Upper Knight	5	8	0	0	1
2003	1	Upper Knight	5	9	0	1	0
2003	1	Upper Knight	5	10	0	0	0
2003	1	Upper Knight	5	11	0	0	0
2003	1	Upper Knight	5	12	0	0	0
2003	1	Upper Knight	5	13	0	0	1
2003	1	Upper Knight	5	14	0	1	0
2003	1	Upper Knight	5	15	0	0	0
2003	1	Upper Knight	5	16	0	1	0
2003	1	Upper Knight	5	17	0	0	0
2003	1	Upper Knight	5	18	0	0	0
2003	1	Upper Knight	5	19	0	0	0
2003	1	Upper Knight	5	20	0	0	0
2003	1	Upper Knight	5	21	0	0	0
2003	1	Upper Knight	5	22	0	0	0
2003	1	Upper Knight	5	23	0	0	0
2003	1	Upper Knight	5	24	0	0	0
2003	1	Upper Knight	5	25	0	0	0
2003	1	Upper Knight	5	26	0	0	0
2003	1	Upper Knight	5	27	0	0	0
2003	1	Upper Knight	5	28	0	0	0
2003	1	Upper Knight	5	29	0	0	1
2003	1	Upper Knight	5	30	0	1	0
2003	1	Upper Knight	5	31	0	0	0
2003	1	Upper Knight	5	32	0	0	0
2003	1	Upper Knight	5	33	0	0	0
2003	1	Upper Knight	5	34	0	0	1
2003	1	Upper Knight	5	35	0	0	1
2003	1	Upper Knight	5	36	0	0	0
2003	1	Upper Knight	5	37	0	1	0
2003	1	Upper Knight	5	38	0	0	0
2003	1	Upper Knight	5	39	0	0	0
2003	1	Upper Knight	5	40	0	0	0
2003	1	Upper Knight	5	41	0	0	1
2003	1	Upper Knight	5	42	0	0	0
2003	1	Upper Knight	5	43	0	1	0
2003	1	Upper Knight	5	44	0	0	0
2003	1	Upper Knight	5	45	0	0	0
2003	1	Upper Knight	5	46	0	0	0
2003	1	Upper Knight	5	47	0	0	0
2003	1	Upper Knight	5	48	0	0	0
2003	1	Upper Knight	5	49	0	0	0
2003	1	Upper Knight	5	50	0	0	0
2003	1	Upper Knight	5	51	0	1	0
2003	1	Upper Knight	5	52	0	0	0
2003	1	Upper Knight	5	53	0	0	0
2003	1	Upper Knight	5	54	0	1	0
2003	1	Upper Knight	5	55	0	0	0
2003	1	Upper Knight	5	56	0	0	0
2003	1	Upper Knight	5	57	0	0	0
2003	1	Upper Knight	5	58	0	1	0
2003	1	Upper Knight	5	59	0	1	0
2003	1	Upper Knight	5	60	0	0	0
2003	1	Upper Knight	5	61	0	0	0
2003	1	Upper Knight	5	62	0	1	0
2003	1	Upper Knight	5	63	0	0	0
2003	1	Upper Knight	5	64	0	0	0
2003	1	Upper Knight	5	65	0	0	0
2003	1	Upper Knight	5	66	0	0	0
2003	1	Upper Knight	5	67	0	0	0
2003	1	Upper Knight	5	68	0	1	0
2003	1	Upper Knight	5	69	0	0	0
2003	1	Upper Knight	5	70	0	0	0
2003	1	Upper Knight	5	71	0	0	0
2003	1	Upper Knight	5	72	0	0	0
2003	1	Upper Knight	5	73	0	0	0
2003	1	Upper Knight	5	74	0	0	0
2003	1	Upper Knight	5	75	0	1	0
2003	1	Upper Knight	5	76	0	0	0
2003	1	Upper Knight	5	77	0	0	0
2003	1	Upper Knight	5	78	0	0	0
2003	1	Upper Knight	5	79	0	0	0
2003	1	Upper Knight	5	80	0	0	0
2003	1	Upper Knight	5	81	0	0	0
2003	1	Upper Knight	5	82	1	0	0
2003	1	Upper Knight	5	83	0	0	0
2003	1	Upper Knight	5	84	0	0	0
2003	1	Upper Knight	5	85	0	0	0
2003	1	Upper Knight	5	86	0	0	0
2003	1	Upper Knight	5	87	0	0	0
2003	1	Upper Knight	5	88	0	0	0
2003	1	Upper Knight	5	89	0	1	0
2003	1	Upper Knight	5	90	0	0	0
2003	1	Upper Knight	5	91	0	0	0
2003	1	Upper Knight	5	92	0	0	0
2003	1	Upper Knight	5	93	0	0	0
2003	1	Upper Knight	5	94	0	0	1
2003	1	Upper Knight	5	95	0	0	0
2003	1	Upper Knight	5	96	0	0	0
2003	1	Upper Knight	5	97	0	1	0
2003	1	Upper Knight	5	98	0	0	0
2003	1	Upper Knight	5	99	0	0	0
2003	1	Upper Knight	5	100	0	0	0
2003	1	Upper Knight	5	101	0	1	0
2003	1	Upper Knight	5	102	0	0	0
2003	1	Upper Knight	5	103	0	0	0
2003	1	Upper Knight	5	104	0	0	0
2003	1	Upper Knight	5	105	0	0	0
2003	1	Upper Knight	5	106	0	0	0
2003	1	Upper Knight	5	107	0	0	0
2003	1	Upper Knight	5	108	0	0	0
2003	1	Upper Knight	5	109	0	1	0
2003	1	Upper Knight	5	110	0	0	0
2003	1	Upper Knight	5	111	0	0	0
2003	1	Upper Knight	5	112	0	0	0
2003	1	Upper Knight	5	113	0	1	0
2003	1	Upper Knight	5	114	0	0	0
2003	1	Upper Knight	5	115	0	0	0
2003	1	Upper Knight	5	116	0	0	1
2003	1	Upper Knight	5	117	0	0	1
2003	1	Upper Knight	5	118	0	0	0
2003	1	Upper Knight	5	119	0	0	0
2003	1	Upper Knight	5	120	0	0	0
2003	1	Upper Knight	5	121	0	0	0
2003	1	Upper Knight	5	122	0	0	1
2003	1	Upper Knight	5	123	0	0	0
2003	1	Upper Knight	5	124	0	0	0
2003	1	Upper Knight	5	125	0	0	0
2003	1	Upper Knight	5	126	0	1	0
2003	1	Upper Knight	5	127	0	1	0
2003	1	Upper Knight	5	128	0	0	0
2003	1	Upper Knight	5	129	0	0	0
2003	1	Upper Knight	5	1	0	1	0
2003	1	Upper Knight	5	2	0	0	0
2003	1	Upper Knight	5	3	0	0	0
2003	1	Upper Knight	5	4	0	0	0
2003	1	Upper Knight	5	5	0	0	0
2003	1	Upper Knight	5	6	0	0	0
2003	1	Upper Knight	5	7	0	1	0
2003	1	Upper Knight	5	8	0	0	1
2003	1	Upper Knight	5	9	0	1	0
2003	1	Upper Knight	5	10	0	0	0
2003	1	Upper Knight	5	11	0	0	0
2003	1	Upper Knight	5	12	0	0	0
2003	1	Upper Knight	5	13	0	0	1
2003	1	Upper Knight	5	14	0	1	0
2003	1	Upper Knight	5	15	0	0	0
2003	1	Upper Knight	5	16	0	1	0
2003	1	Upper Knight	5	17	0	0	0
2003	1	Upper Knight	5	18	0	0	0
2003	1	Upper Knight	5	19	0	0	0
2003	1	Upper Knight	5	20	0	0	0
2003	1	Upper Knight	5	21	0	0	0
2003	1	Upper Knight	5	22	0	0	0
2003	1	Upper Knight	5	23	0	0	0
2003	1	Upper Knight	5	24	0	0	0
2003	1	Upper Knight	5	25	0	0	0
2003	1	Upper Knight	5	26	0	0	0
2003	1	Upper Knight	5	27	0	0	0
2003	1	Upper Knight	5	28	0	0	0
2003	1	Upper Knight	5	29	0	0	1
2003	1	Upper Knight	5	30	0	1	0
2003	1	Upper Knight	5	31	0	0	0
2003	1	Upper Knight	5	32	0	0	0
2003	1	Upper Knight	5	33	0	0	0
2003	1	Upper Knight	5	34	0	0	1
2003	1	Upper Knight	5	35	0	0	1
2003	1	Upper Knight	5	36	0	0	0
2003	1	Upper Knight	5	37	0	1	0
2003	1	Upper Knight	5	38	0	0	0
2003	1	Upper Knight	5	39	0	0	0
2003	1	Upper Knight	5	40	0	0	0
2003	1	Upper Knight	5	41	0	0	1
2003	1	Upper Knight	5	42	0	0	0
2003	1	Upper Knight	5	43	0	1	0
2003	1	Upper Knight	5	44	0	0	0
2003	1	Upper Knight	5	45	0	0	0
2003	1	Upper Knight	5	46	0	0	0
2003	1	Upper Knight	5	47	0	0	0
2003	1	Upper Knight	5	48	0	0	0
2003	1	Upper Knight	5	49	0	0	0
2003	1	Upper Knight	5	50	0	0	0
2003	1	Upper Knight	5	51	0	1	0
2003	1	Upper Knight	5	52	0	0	0
2003	1	Upper Knight	5	53	0	0	0
2003	1	Upper Knight	5	54	0	1	0
2003	1	Upper Knight	5	55	0	0	0
2003	1	Upper Knight	5	56	0	0	0
2003	1	Upper Knight	5	57	0	0	0
2003	1	Upper Knight	5	58	0	1	0
2003	1	Upper Knight	5	59	0	1	0
2003	1	Upper Knight	5	60	0	0	0
2003	1	Upper Knight	5	61	0	0	0
2003	1	Upper Knight	5	62	0	1	0
2003	1	Upper Knight	5	63	0	0	0
2003	1	Upper Knight	5	64	0	0	0
2003	1	Upper Knight	5	65	0	0	0
2003	1	Upper Knight	5	66	0	0	0
2003	1	Upper Knight	5	67	0	0	0
2003	1	Upper Knight	5	68	0	1	0
2003	1	Upper Knight	5	69	0	0	0
2003	1	Upper Knight	5	70	0	0	0
2003	1	Upper Knight	5	71	0	0	0
2003	1	Upper Knight	5	72	0	0	0
2003	1	Upper Knight	5	73	0	0	0
2003	1	Upper Knight	5	74	0	0	0
2003	1	Upper Knight	5	75	0	1	0
2003	1	Upper Knight	5	76	0	0	0
2003	1	Upper Knight	5	77	0	0	0
2003	1	Upper Knight	5	78	0	0	0
2003	1	Upper Knight	5	79	0	0	0
2003	1	Upper Knight	5	80	0	0	0
2003	1	Upper Knight	5	81	0	0	0
2003	1	Upper Knight	5	82	1	0	0
2003	1	Upper Knight	5	83	0	0	0
2003	1	Upper Knight	5	84	0	0	0
2003	1	Upper Knight	5	85	0	0	0
2003	1	Upper Knight	5	86	0	0	0
2003	1	Upper Knight	5	87	0	0	0
2003	1	Upper Knight	5	88	0	0	0
2003	1	Upper Knight	5	89	0	1	0
2003	1	Upper Knight	5	90	0	0	0
2003	1	Upper Knight	5	91	0	0	0
2003	1	Upper Knight	5	92	0	0	0
2003	1	Upper Knight	5	93	0	0	0
2003	1	Upper Knight	5	94	0	0	1
2003	1	Upper Knight	5	95	0	0	0
2003	1	Upper Knight	5	96	0	0	0
2003	1	Upper Knight	5	97	0	1	0
2003	1	Upper Knight	5	98	0	0	0
2003	1	Upper Knight	5	99	0	0	0
2003	1	Upper Knight	5	100	0	0	0
2003	1	Upper Knight	5	101	0	1	0
2003	1	Upper Knight	5	102	0	0	0
2003	1	Upper Knight	5	103	0	0	0
2003	1	Upper Knight	5	104	0	0	0
2003	1	Upper Knight	5	105	0	0	0
2003	1	Upper Knight	5	106	0	0	0
2003	1	Upper Knight	5	107	0	0	0
2003	1	Upper Knight	5	108	0	0	0
2003	1	Upper Knight	5	109	0	1	0
2003	1	Upper Knight	5	110	0	0	0
2003	1	Upper Knight	5	111	0	0	0
2003	1	Upper Knight	5	112	0	0	0
2003	1	Upper Knight	5	113	0	1	0
2003	1	Upper Knight	5	114	0	0	0
2003	1	Upper Knight	5	115	0	0	0
2003	1	Upper Knight	5	116	0	0	1
2003	1	Upper Knight	5	117	0	0	1
2003	1	Upper Knight	5	118	0	0	0
2003	1	Upper Knight	5	119	0	0	0
2003	1	Upper Knight	5	120	0	0	0
2003	1	Upper Knight	5	121	0	0	0
2003	1	Upper Knight	5	122	0	0	1
2003	1	Upper Knight	5	123	0	0	0
2003	1	Upper Knight	5	124	0	0	0
2003	1	Upper Knight	5	125	0	0	0
2003	1	Upper Knight	5	126	0	1	0
2003	1	Upper Knight	5	127	0	1	0
2003	1	Upper Knight	5	128	0	0	0
2003	1	Upper Knight	5	129	0	0	0
2003	1	Upper Knight	6	1	0	0	0
2003	1	Upper Knight	6	2	0	0	0
2003	1	Upper Knight	6	3	0	0	0
2003	1	Upper Knight	6	4	0	0	0
2003	1	Upper Knight	6	5	0	0	0
2003	1	Upper Knight	6	6	0	0	0
2003	1	Upper Knight	6	7	0	0	0
2003	1	Upper Knight	6	8	0	0	0
2003	1	Upper Knight	6	9	0	0	0
2003	1	Upper Knight	6	10	1	0	0
2003	1	Upper Knight	6	11	0	0	0
2003	1	Upper Knight	6	12	0	0	0
2003	1	Upper Knight	6	13	0	1	0
2003	1	Upper Knight	6	14	1	2	0
2003	1	Upper Knight	6	15	0	0	0
2003	1	Upper Knight	6	16	0	1	0
2003	1	Upper Knight	6	17	0	1	0
2003	1	Upper Knight	6	18	0	0	0
2003	1	Upper Knight	6	19	0	0	0
2003	1	Upper Knight	6	20	0	0	0
2003	1	Upper Knight	6	21	1	0	0
2003	1	Upper Knight	6	22	0	0	0
2003	1	Upper Knight	6	23	0	0	0
2003	1	Upper Knight	6	24	0	0	0
2003	1	Upper Knight	6	25	0	0	0
2003	1	Upper Knight	6	26	1	0	0
2003	1	Upper Knight	6	27	0	0	0
2003	1	Upper Knight	6	28	0	0	0
2003	1	Upper Knight	6	29	0	0	0
2003	1	Upper Knight	6	30	0	1	0
2003	1	Upper Knight	6	31	0	0	0
2003	1	Upper Knight	6	32	0	0	0
2003	1	Upper Knight	6	33	1	0	0
2003	1	Upper Knight	6	34	0	0	0
2003	1	Upper Knight	6	35	0	1	0
2003	1	Upper Knight	6	36	0	0	0
2003	1	Upper Knight	6	37	0	3	0
2003	1	Upper Knight	6	38	0	0	0
2003	1	Upper Knight	6	39	0	2	0
2003	1	Upper Knight	6	40	0	0	0
2003	1	Upper Knight	6	41	0	0	0
2003	1	Upper Knight	6	42	0	1	0
2003	1	Upper Knight	6	43	0	0	0
2003	1	Upper Knight	6	44	0	0	0
2003	1	Upper Knight	6	45	0	0	0
2003	1	Upper Knight	6	46	0	0	0
2003	1	Upper Knight	6	47	0	1	0
2003	1	Upper Knight	6	48	0	1	0
2003	1	Upper Knight	6	49	0	0	0
2003	1	Upper Knight	6	50	0	0	0
2003	1	Upper Knight	6	51	0	0	0
2003	1	Upper Knight	6	52	0	0	0
2003	1	Upper Knight	6	53	0	0	0
2003	1	Upper Knight	6	54	0	0	0
2003	1	Upper Knight	6	55	0	0	0
2003	1	Upper Knight	6	56	0	0	0
2003	1	Upper Knight	6	57	0	0	0
2003	1	Upper Knight	6	58	0	0	0
2003	1	Upper Knight	6	59	0	0	0
2003	1	Upper Knight	6	60	0	0	0
2003	1	Upper Knight	6	61	0	0	0
2003	1	Upper Knight	6	62	0	0	0
2003	1	Upper Knight	6	63	0	0	0
2003	1	Upper Knight	6	64	0	1	0
2003	1	Upper Knight	6	65	0	0	0
2003	1	Upper Knight	6	66	0	0	0
2003	1	Upper Knight	6	67	0	0	0
2003	1	Upper Knight	6	68	0	0	0
2003	1	Upper Knight	6	69	0	0	0
2003	1	Upper Knight	6	70	0	0	0
2003	1	Upper Knight	6	71	0	0	0
2003	1	Upper Knight	6	72	0	0	0
2003	1	Upper Knight	6	73	0	1	0
2003	1	Upper Knight	6	74	0	0	0
2003	1	Upper Knight	6	75	0	0	0
2003	1	Upper Knight	6	76	1	0	0
2003	1	Upper Knight	6	77	0	1	0
2003	1	Upper Knight	6	78	0	0	0
2003	1	Upper Knight	6	79	0	0	0
2003	1	Upper Knight	6	80	0	0	0
2003	1	Upper Knight	6	81	0	0	0
2003	1	Upper Knight	6	82	0	1	0
2003	1	Upper Knight	6	83	0	0	0
2003	1	Upper Knight	6	84	0	0	0
2003	1	Upper Knight	6	85	0	2	0
2003	1	Upper Knight	6	86	0	0	0
2003	1	Upper Knight	6	87	0	0	0
2003	1	Upper Knight	6	88	0	0	0
2003	1	Upper Knight	6	89	0	1	0
2003	1	Upper Knight	6	90	0	1	0
2003	1	Upper Knight	6	91	1	0	0
2003	1	Upper Knight	6	92	0	0	0
2003	1	Upper Knight	6	93	0	0	0
2003	1	Upper Knight	6	94	0	0	0
2003	1	Upper Knight	6	95	1	0	0
2003	1	Upper Knight	6	96	0	0	0
2003	1	Upper Knight	6	97	0	0	0
2003	1	Upper Knight	6	98	0	0	0
2003	1	Upper Knight	6	99	0	0	0
2003	1	Upper Knight	6	100	0	0	0
2003	1	Upper Knight	6	1	0	0	0
2003	1	Upper Knight	6	2	0	0	0
2003	1	Upper Knight	6	3	0	0	0
2003	1	Upper Knight	6	4	0	0	0
2003	1	Upper Knight	6	5	0	0	0
2003	1	Upper Knight	6	6	0	0	0
2003	1	Upper Knight	6	7	0	0	0
2003	1	Upper Knight	6	8	0	0	0
2003	1	Upper Knight	6	9	0	0	0
2003	1	Upper Knight	6	10	1	0	0
2003	1	Upper Knight	6	11	0	0	0
2003	1	Upper Knight	6	12	0	0	0
2003	1	Upper Knight	6	13	0	1	0
2003	1	Upper Knight	6	14	1	2	0
2003	1	Upper Knight	6	15	0	0	0
2003	1	Upper Knight	6	16	0	1	0
2003	1	Upper Knight	6	17	0	1	0
2003	1	Upper Knight	6	18	0	0	0
2003	1	Upper Knight	6	19	0	0	0
2003	1	Upper Knight	6	20	0	0	0
2003	1	Upper Knight	6	21	1	0	0
2003	1	Upper Knight	6	22	0	0	0
2003	1	Upper Knight	6	23	0	0	0
2003	1	Upper Knight	6	24	0	0	0
2003	1	Upper Knight	6	25	0	0	0
2003	1	Upper Knight	6	26	1	0	0
2003	1	Upper Knight	6	27	0	0	0
2003	1	Upper Knight	6	28	0	0	0
2003	1	Upper Knight	6	29	0	0	0
2003	1	Upper Knight	6	30	0	1	0
2003	1	Upper Knight	6	31	0	0	0
2003	1	Upper Knight	6	32	0	0	0
2003	1	Upper Knight	6	33	1	0	0
2003	1	Upper Knight	6	34	0	0	0
2003	1	Upper Knight	6	35	0	1	0
2003	1	Upper Knight	6	36	0	0	0
2003	1	Upper Knight	6	37	0	3	0
2003	1	Upper Knight	6	38	0	0	0
2003	1	Upper Knight	6	39	0	2	0
2003	1	Upper Knight	6	40	0	0	0
2003	1	Upper Knight	6	41	0	0	0
2003	1	Upper Knight	6	42	0	1	0
2003	1	Upper Knight	6	43	0	0	0
2003	1	Upper Knight	6	44	0	0	0
2003	1	Upper Knight	6	45	0	0	0
2003	1	Upper Knight	6	46	0	0	0
2003	1	Upper Knight	6	47	0	1	0
2003	1	Upper Knight	6	48	0	1	0
2003	1	Upper Knight	6	49	0	0	0
